secanme	x	soma_distance	rise_time	half_width
cell0603_08_model_cm_0_45[0].dend[59]	0.115384615385	178.570836767	6.49	18.65
cell0603_08_model_cm_0_45[0].dend[59]	0.192307692308	197.249862551	6.8	18.8
cell0603_08_model_cm_0_45[0].dend[59]	0.269230769231	215.928888334	7.07	18.89
cell0603_08_model_cm_0_45[0].dend[59]	0.346153846154	234.607914117	7.3	18.96
cell0603_08_model_cm_0_45[0].dend[59]	0.423076923077	253.286939901	7.5	18.99
cell0603_08_model_cm_0_45[0].dend[59]	0.5	271.965965684	7.67	19.03
cell0603_08_model_cm_0_45[0].dend[59]	0.576923076923	290.644991467	7.81	19.04
cell0603_08_model_cm_0_45[0].dend[59]	0.653846153846	309.324017251	7.93	19.05
cell0603_08_model_cm_0_45[0].dend[59]	0.730769230769	328.003043034	8.02	19.05
cell0603_08_model_cm_0_45[0].dend[59]	0.807692307692	346.682068817	8.09	19.06
cell0603_08_model_cm_0_45[0].dend[59]	0.884615384615	365.361094601	8.14	19.06
cell0603_08_model_cm_0_45[0].dend[59]	0.961538461538	384.040120384	8.17	19.07
cell0603_08_model_cm_0_45[0].dend[59]	1.0	393.379633276	8.17	19.07
cell0603_08_model_cm_0_45[0].dend[60]	0.0555555555556	161.600640591	6.12	18.39
cell0603_08_model_cm_0_45[0].dend[60]	0.166666666667	183.697325588	6.43	18.51
cell0603_08_model_cm_0_45[0].dend[60]	0.277777777778	205.794010585	6.69	18.57
cell0603_08_model_cm_0_45[0].dend[60]	0.388888888889	227.890695583	6.9	18.6
cell0603_08_model_cm_0_45[0].dend[60]	0.5	249.98738058	7.07	18.62
cell0603_08_model_cm_0_45[0].dend[60]	0.611111111111	272.084065577	7.2	18.63
cell0603_08_model_cm_0_45[0].dend[60]	0.722222222222	294.180750574	7.3	18.64
cell0603_08_model_cm_0_45[0].dend[60]	0.833333333333	316.277435572	7.36	18.65
cell0603_08_model_cm_0_45[0].dend[60]	0.944444444444	338.374120569	7.4	18.65
cell0603_08_model_cm_0_45[0].dend[60]	1.0	349.422463067	7.41	18.65
cell0603_08_model_cm_0_45[0].dend[61]	0.5	63.0283548104	2.53	12.51
cell0603_08_model_cm_0_45[0].dend[61]	1.0	69.168064084	2.56	12.52
cell0603_08_model_cm_0_45[0].dend[62]	0.5	87.0117889787	2.61	12.55
cell0603_08_model_cm_0_45[0].dend[62]	1.0	104.855513873	2.62	12.57
cell0603_08_model_cm_0_45[0].dend[63]	0.5	81.0096216287	2.58	12.53
cell0603_08_model_cm_0_45[0].dend[63]	1.0	92.8511791735	2.59	12.55
cell0603_08_model_cm_0_45[0].dend[64]	0.5	53.7673671683	2.32	11.68
cell0603_08_model_cm_0_45[0].dend[64]	1.0	64.9004648083	2.55	12.11
cell0603_08_model_cm_0_45[0].dend[65]	0.0384615384615	74.2899171208	2.73	12.4
cell0603_08_model_cm_0_45[0].dend[65]	0.115384615385	93.0688217458	3.08	12.87
cell0603_08_model_cm_0_45[0].dend[65]	0.192307692308	111.847726371	3.39	13.2
cell0603_08_model_cm_0_45[0].dend[65]	0.269230769231	130.626630996	3.66	13.41
cell0603_08_model_cm_0_45[0].dend[65]	0.346153846154	149.405535621	3.89	13.55
cell0603_08_model_cm_0_45[0].dend[65]	0.423076923077	168.184440246	4.07	13.65
cell0603_08_model_cm_0_45[0].dend[65]	0.5	186.963344871	4.23	13.7
cell0603_08_model_cm_0_45[0].dend[65]	0.576923076923	205.742249496	4.35	13.73
cell0603_08_model_cm_0_45[0].dend[65]	0.653846153846	224.521154121	4.45	13.75
cell0603_08_model_cm_0_45[0].dend[65]	0.730769230769	243.300058746	4.53	13.76
cell0603_08_model_cm_0_45[0].dend[65]	0.807692307692	262.078963371	4.58	13.77
cell0603_08_model_cm_0_45[0].dend[65]	0.884615384615	280.857867996	4.62	13.78
cell0603_08_model_cm_0_45[0].dend[65]	0.961538461538	299.636772621	4.65	13.78
cell0603_08_model_cm_0_45[0].dend[65]	1.0	309.026224933	4.65	13.79
cell0603_08_model_cm_0_45[0].dend[66]	0.0454545454545	75.231437494	2.74	12.39
cell0603_08_model_cm_0_45[0].dend[66]	0.136363636364	95.8933828653	3.11	12.81
cell0603_08_model_cm_0_45[0].dend[66]	0.227272727273	116.555328237	3.41	13.08
cell0603_08_model_cm_0_45[0].dend[66]	0.318181818182	137.217273608	3.66	13.24
cell0603_08_model_cm_0_45[0].dend[66]	0.409090909091	157.879218979	3.86	13.34
cell0603_08_model_cm_0_45[0].dend[66]	0.5	178.541164351	4.02	13.4
cell0603_08_model_cm_0_45[0].dend[66]	0.590909090909	199.203109722	4.14	13.42
cell0603_08_model_cm_0_45[0].dend[66]	0.681818181818	219.865055093	4.24	13.44
cell0603_08_model_cm_0_45[0].dend[66]	0.772727272727	240.527000465	4.31	13.45
cell0603_08_model_cm_0_45[0].dend[66]	0.863636363636	261.188945836	4.35	13.46
cell0603_08_model_cm_0_45[0].dend[66]	0.954545454545	281.850891208	4.38	13.47
cell0603_08_model_cm_0_45[0].dend[66]	1.0	292.181863893	4.38	13.47
cell0603_08_model_cm_0_45[0].apic[0]	0.5	26.6075310088	1.76	9.93
cell0603_08_model_cm_0_45[0].apic[0]	1.0	42.1357050977	1.87	10.58
cell0603_08_model_cm_0_45[0].apic[1]	0.1	51.9340511421	1.94	10.64
cell0603_08_model_cm_0_45[0].apic[1]	0.3	71.5307432309	2.07	10.71
cell0603_08_model_cm_0_45[0].apic[1]	0.5	91.1274353197	2.15	10.75
cell0603_08_model_cm_0_45[0].apic[1]	0.7	110.724127408	2.2	10.79
cell0603_08_model_cm_0_45[0].apic[1]	0.9	130.320819497	2.23	10.82
cell0603_08_model_cm_0_45[0].apic[1]	1.0	140.119165542	2.24	10.83
cell0603_08_model_cm_0_45[0].apic[2]	0.5	46.8309545801	1.92	10.9
cell0603_08_model_cm_0_45[0].apic[2]	1.0	51.5262040625	1.98	11.24
cell0603_08_model_cm_0_45[0].apic[3]	0.166666666667	61.4019219814	2.15	12.22
cell0603_08_model_cm_0_45[0].apic[3]	0.5	81.1533578193	2.66	14.21
cell0603_08_model_cm_0_45[0].apic[3]	0.833333333333	100.904793657	3.53	15.88
cell0603_08_model_cm_0_45[0].apic[3]	1.0	110.780511576	4.05	16.5
cell0603_08_model_cm_0_45[0].apic[4]	0.0454545454545	121.062536552	4.33	16.72
cell0603_08_model_cm_0_45[0].apic[4]	0.136363636364	141.626586504	4.8	17.06
cell0603_08_model_cm_0_45[0].apic[4]	0.227272727273	162.190636455	5.19	17.27
cell0603_08_model_cm_0_45[0].apic[4]	0.318181818182	182.754686407	5.5	17.4
cell0603_08_model_cm_0_45[0].apic[4]	0.409090909091	203.318736359	5.76	17.47
cell0603_08_model_cm_0_45[0].apic[4]	0.5	223.882786311	5.96	17.51
cell0603_08_model_cm_0_45[0].apic[4]	0.590909090909	244.446836262	6.12	17.53
cell0603_08_model_cm_0_45[0].apic[4]	0.681818181818	265.010886214	6.25	17.55
cell0603_08_model_cm_0_45[0].apic[4]	0.772727272727	285.574936166	6.34	17.55
cell0603_08_model_cm_0_45[0].apic[4]	0.863636363636	306.138986118	6.41	17.56
cell0603_08_model_cm_0_45[0].apic[4]	0.954545454545	326.703036069	6.44	17.57
cell0603_08_model_cm_0_45[0].apic[4]	1.0	336.985061045	6.45	17.57
cell0603_08_model_cm_0_45[0].apic[5]	0.5	123.663826953	4.66	17.08
cell0603_08_model_cm_0_45[0].apic[5]	1.0	136.547142329	5.19	17.48
cell0603_08_model_cm_0_45[0].apic[6]	0.0454545454545	146.928643904	5.42	17.65
cell0603_08_model_cm_0_45[0].apic[6]	0.136363636364	167.691647053	5.84	17.9
cell0603_08_model_cm_0_45[0].apic[6]	0.227272727273	188.454650202	6.19	18.06
cell0603_08_model_cm_0_45[0].apic[6]	0.318181818182	209.21765335	6.48	18.17
cell0603_08_model_cm_0_45[0].apic[6]	0.409090909091	229.980656499	6.73	18.22
cell0603_08_model_cm_0_45[0].apic[6]	0.5	250.743659648	6.93	18.25
cell0603_08_model_cm_0_45[0].apic[6]	0.590909090909	271.506662797	7.09	18.28
cell0603_08_model_cm_0_45[0].apic[6]	0.681818181818	292.269665946	7.21	18.29
cell0603_08_model_cm_0_45[0].apic[6]	0.772727272727	313.032669095	7.31	18.29
cell0603_08_model_cm_0_45[0].apic[6]	0.863636363636	333.795672244	7.37	18.3
cell0603_08_model_cm_0_45[0].apic[6]	0.954545454545	354.558675393	7.41	18.31
cell0603_08_model_cm_0_45[0].apic[6]	1.0	364.940176967	7.42	18.32
cell0603_08_model_cm_0_45[0].apic[7]	0.0555555555556	145.956431638	5.34	17.54
cell0603_08_model_cm_0_45[0].apic[7]	0.166666666667	164.775010254	5.59	17.61
cell0603_08_model_cm_0_45[0].apic[7]	0.277777777778	183.593588871	5.79	17.66
cell0603_08_model_cm_0_45[0].apic[7]	0.388888888889	202.412167488	5.96	17.68
cell0603_08_model_cm_0_45[0].apic[7]	0.5	221.230746104	6.1	17.7
cell0603_08_model_cm_0_45[0].apic[7]	0.611111111111	240.049324721	6.2	17.7
cell0603_08_model_cm_0_45[0].apic[7]	0.722222222222	258.867903338	6.28	17.71
cell0603_08_model_cm_0_45[0].apic[7]	0.833333333333	277.686481954	6.34	17.72
cell0603_08_model_cm_0_45[0].apic[7]	0.944444444444	296.505060571	6.37	17.73
cell0603_08_model_cm_0_45[0].apic[7]	1.0	305.91434988	6.38	17.73
cell0603_08_model_cm_0_45[0].apic[8]	0.5	60.447131539	2.12	11.98
cell0603_08_model_cm_0_45[0].apic[8]	1.0	69.3680590155	2.3	12.75
cell0603_08_model_cm_0_45[0].apic[9]	0.1	78.7037707135	2.46	13.3
cell0603_08_model_cm_0_45[0].apic[9]	0.3	97.3751941094	2.83	14.31
cell0603_08_model_cm_0_45[0].apic[9]	0.5	116.046617505	3.3	15.17
cell0603_08_model_cm_0_45[0].apic[9]	0.7	134.718040901	3.82	15.84
cell0603_08_model_cm_0_45[0].apic[9]	0.9	153.389464297	4.32	16.33
cell0603_08_model_cm_0_45[0].apic[9]	1.0	162.725175995	4.55	16.51
cell0603_08_model_cm_0_45[0].apic[10]	0.0454545454545	171.822691607	4.74	16.65
cell0603_08_model_cm_0_45[0].apic[10]	0.136363636364	190.01772283	5.08	16.84
cell0603_08_model_cm_0_45[0].apic[10]	0.227272727273	208.212754053	5.36	16.97
cell0603_08_model_cm_0_45[0].apic[10]	0.318181818182	226.407785276	5.59	17.04
cell0603_08_model_cm_0_45[0].apic[10]	0.409090909091	244.602816499	5.78	17.09
cell0603_08_model_cm_0_45[0].apic[10]	0.5	262.797847722	5.93	17.12
cell0603_08_model_cm_0_45[0].apic[10]	0.590909090909	280.992878945	6.06	17.14
cell0603_08_model_cm_0_45[0].apic[10]	0.681818181818	299.187910169	6.16	17.15
cell0603_08_model_cm_0_45[0].apic[10]	0.772727272727	317.382941392	6.23	17.15
cell0603_08_model_cm_0_45[0].apic[10]	0.863636363636	335.577972615	6.28	17.16
cell0603_08_model_cm_0_45[0].apic[10]	0.954545454545	353.773003838	6.31	17.17
cell0603_08_model_cm_0_45[0].apic[10]	1.0	362.87051945	6.32	17.17
cell0603_08_model_cm_0_45[0].apic[11]	0.0454545454545	172.102846029	4.75	16.66
cell0603_08_model_cm_0_45[0].apic[11]	0.136363636364	190.858186097	5.11	16.89
cell0603_08_model_cm_0_45[0].apic[11]	0.227272727273	209.613526165	5.41	17.02
cell0603_08_model_cm_0_45[0].apic[11]	0.318181818182	228.368866233	5.66	17.11
cell0603_08_model_cm_0_45[0].apic[11]	0.409090909091	247.124206301	5.86	17.16
cell0603_08_model_cm_0_45[0].apic[11]	0.5	265.879546369	6.02	17.19
cell0603_08_model_cm_0_45[0].apic[11]	0.590909090909	284.634886437	6.16	17.21
cell0603_08_model_cm_0_45[0].apic[11]	0.681818181818	303.390226505	6.26	17.22
cell0603_08_model_cm_0_45[0].apic[11]	0.772727272727	322.145566572	6.34	17.23
cell0603_08_model_cm_0_45[0].apic[11]	0.863636363636	340.90090664	6.39	17.23
cell0603_08_model_cm_0_45[0].apic[11]	0.954545454545	359.656246708	6.43	17.25
cell0603_08_model_cm_0_45[0].apic[11]	1.0	369.033916742	6.43	17.25
cell0603_08_model_cm_0_45[0].apic[12]	0.5	74.1371585096	2.42	13.26
cell0603_08_model_cm_0_45[0].apic[12]	1.0	78.9062580037	2.56	13.76
cell0603_08_model_cm_0_45[0].apic[13]	0.0555555555556	88.1086071603	2.75	13.94
cell0603_08_model_cm_0_45[0].apic[13]	0.166666666667	106.513305473	3.05	14.19
cell0603_08_model_cm_0_45[0].apic[13]	0.277777777778	124.918003787	3.28	14.32
cell0603_08_model_cm_0_45[0].apic[13]	0.388888888889	143.3227021	3.45	14.39
cell0603_08_model_cm_0_45[0].apic[13]	0.5	161.727400413	3.58	14.44
cell0603_08_model_cm_0_45[0].apic[13]	0.611111111111	180.132098726	3.68	14.47
cell0603_08_model_cm_0_45[0].apic[13]	0.722222222222	198.536797039	3.76	14.48
cell0603_08_model_cm_0_45[0].apic[13]	0.833333333333	216.941495352	3.81	14.5
cell0603_08_model_cm_0_45[0].apic[13]	0.944444444444	235.346193665	3.84	14.52
cell0603_08_model_cm_0_45[0].apic[13]	1.0	244.548542822	3.84	14.53
cell0603_08_model_cm_0_45[0].apic[14]	0.5	80.3865174358	2.6	13.91
cell0603_08_model_cm_0_45[0].apic[14]	1.0	81.8667768678	2.64	14.06
cell0603_08_model_cm_0_45[0].apic[15]	0.5	97.1368155262	3.25	15.54
cell0603_08_model_cm_0_45[0].apic[15]	1.0	112.406854185	4.04	16.66
cell0603_08_model_cm_0_45[0].apic[16]	0.0384615384615	122.489757522	4.33	16.98
cell0603_08_model_cm_0_45[0].apic[16]	0.115384615385	142.655564196	4.86	17.48
cell0603_08_model_cm_0_45[0].apic[16]	0.192307692308	162.821370871	5.33	17.84
cell0603_08_model_cm_0_45[0].apic[16]	0.269230769231	182.987177545	5.73	18.08
cell0603_08_model_cm_0_45[0].apic[16]	0.346153846154	203.15298422	6.07	18.24
cell0603_08_model_cm_0_45[0].apic[16]	0.423076923077	223.318790894	6.35	18.33
cell0603_08_model_cm_0_45[0].apic[16]	0.5	243.484597569	6.58	18.38
cell0603_08_model_cm_0_45[0].apic[16]	0.576923076923	263.650404243	6.77	18.41
cell0603_08_model_cm_0_45[0].apic[16]	0.653846153846	283.816210917	6.92	18.43
cell0603_08_model_cm_0_45[0].apic[16]	0.730769230769	303.982017592	7.04	18.44
cell0603_08_model_cm_0_45[0].apic[16]	0.807692307692	324.147824266	7.13	18.45
cell0603_08_model_cm_0_45[0].apic[16]	0.884615384615	344.313630941	7.19	18.45
cell0603_08_model_cm_0_45[0].apic[16]	0.961538461538	364.479437615	7.23	18.46
cell0603_08_model_cm_0_45[0].apic[16]	1.0	374.562340952	7.23	18.47
cell0603_08_model_cm_0_45[0].apic[17]	0.0454545454545	122.835147469	4.33	16.92
cell0603_08_model_cm_0_45[0].apic[17]	0.136363636364	143.691734037	4.82	17.28
cell0603_08_model_cm_0_45[0].apic[17]	0.227272727273	164.548320605	5.23	17.53
cell0603_08_model_cm_0_45[0].apic[17]	0.318181818182	185.404907174	5.55	17.67
cell0603_08_model_cm_0_45[0].apic[17]	0.409090909091	206.261493742	5.82	17.75
cell0603_08_model_cm_0_45[0].apic[17]	0.5	227.11808031	6.03	17.79
cell0603_08_model_cm_0_45[0].apic[17]	0.590909090909	247.974666878	6.2	17.82
cell0603_08_model_cm_0_45[0].apic[17]	0.681818181818	268.831253447	6.33	17.83
cell0603_08_model_cm_0_45[0].apic[17]	0.772727272727	289.687840015	6.42	17.84
cell0603_08_model_cm_0_45[0].apic[17]	0.863636363636	310.544426583	6.49	17.85
cell0603_08_model_cm_0_45[0].apic[17]	0.954545454545	331.401013151	6.53	17.86
cell0603_08_model_cm_0_45[0].apic[17]	1.0	341.829306435	6.54	17.86
cell0603_08_model_cm_0_45[0].apic[18]	0.5	88.4278866844	2.76	14.55
cell0603_08_model_cm_0_45[0].apic[18]	1.0	94.9889965009	2.89	15.04
cell0603_08_model_cm_0_45[0].apic[19]	0.166666666667	105.006659544	2.95	15.05
cell0603_08_model_cm_0_45[0].apic[19]	0.5	125.04198563	3.02	15.09
cell0603_08_model_cm_0_45[0].apic[19]	0.833333333333	145.077311717	3.07	15.12
cell0603_08_model_cm_0_45[0].apic[19]	1.0	155.09497476	3.08	15.13
cell0603_08_model_cm_0_45[0].apic[20]	0.5	99.0675384544	2.98	15.35
cell0603_08_model_cm_0_45[0].apic[20]	1.0	103.146080408	3.07	15.67
cell0603_08_model_cm_0_45[0].apic[21]	0.166666666667	110.898436626	3.11	15.69
cell0603_08_model_cm_0_45[0].apic[21]	0.5	126.403149062	3.16	15.7
cell0603_08_model_cm_0_45[0].apic[21]	0.833333333333	141.907861498	3.19	15.72
cell0603_08_model_cm_0_45[0].apic[21]	1.0	149.660217716	3.2	15.73
cell0603_08_model_cm_0_45[0].apic[22]	0.5	109.161375597	3.22	16.15
cell0603_08_model_cm_0_45[0].apic[22]	1.0	115.176670785	3.38	16.63
cell0603_08_model_cm_0_45[0].apic[23]	0.5	129.010065229	4.12	18.11
cell0603_08_model_cm_0_45[0].apic[23]	1.0	142.843459673	5.01	19.29
cell0603_08_model_cm_0_45[0].apic[24]	0.5	157.91587964	5.62	20.01
cell0603_08_model_cm_0_45[0].apic[24]	1.0	172.988299607	6.22	20.58
cell0603_08_model_cm_0_45[0].apic[25]	0.0714285714286	183.369423781	6.57	20.93
cell0603_08_model_cm_0_45[0].apic[25]	0.214285714286	204.131672128	7.24	21.51
cell0603_08_model_cm_0_45[0].apic[25]	0.357142857143	224.893920476	7.86	21.96
cell0603_08_model_cm_0_45[0].apic[25]	0.5	245.656168823	8.42	22.27
cell0603_08_model_cm_0_45[0].apic[25]	0.642857142857	266.418417171	8.92	22.47
cell0603_08_model_cm_0_45[0].apic[25]	0.785714285714	287.180665518	9.35	22.59
cell0603_08_model_cm_0_45[0].apic[25]	0.928571428571	307.942913866	9.72	22.65
cell0603_08_model_cm_0_45[0].apic[25]	1.0	318.32403804	9.89	22.66
cell0603_08_model_cm_0_45[0].apic[26]	0.1	329.409540463	9.98	22.67
cell0603_08_model_cm_0_45[0].apic[26]	0.3	351.58054531	10.12	22.67
cell0603_08_model_cm_0_45[0].apic[26]	0.5	373.751550157	10.23	22.68
cell0603_08_model_cm_0_45[0].apic[26]	0.7	395.922555004	10.3	22.68
cell0603_08_model_cm_0_45[0].apic[26]	0.9	418.093559851	10.34	22.69
cell0603_08_model_cm_0_45[0].apic[26]	1.0	429.179062274	10.35	22.69
cell0603_08_model_cm_0_45[0].apic[27]	0.1	329.327398237	9.98	22.67
cell0603_08_model_cm_0_45[0].apic[27]	0.3	351.334118632	10.12	22.68
cell0603_08_model_cm_0_45[0].apic[27]	0.5	373.340839026	10.22	22.69
cell0603_08_model_cm_0_45[0].apic[27]	0.7	395.347559421	10.3	22.69
cell0603_08_model_cm_0_45[0].apic[27]	0.9	417.354279815	10.34	22.69
cell0603_08_model_cm_0_45[0].apic[27]	1.0	428.357640013	10.34	22.7
cell0603_08_model_cm_0_45[0].apic[28]	0.1	183.077322784	6.3	20.59
cell0603_08_model_cm_0_45[0].apic[28]	0.3	203.255369138	6.43	20.61
cell0603_08_model_cm_0_45[0].apic[28]	0.5	223.433415492	6.53	20.61
cell0603_08_model_cm_0_45[0].apic[28]	0.7	243.611461846	6.59	20.61
cell0603_08_model_cm_0_45[0].apic[28]	0.9	263.7895082	6.63	20.62
cell0603_08_model_cm_0_45[0].apic[28]	1.0	273.878531377	6.64	20.63
cell0603_08_model_cm_0_45[0].apic[29]	0.0384615384615	152.182275627	5.28	19.48
cell0603_08_model_cm_0_45[0].apic[29]	0.115384615385	170.859907535	5.76	19.78
cell0603_08_model_cm_0_45[0].apic[29]	0.192307692308	189.537539443	6.16	19.98
cell0603_08_model_cm_0_45[0].apic[29]	0.269230769231	208.215171351	6.49	20.12
cell0603_08_model_cm_0_45[0].apic[29]	0.346153846154	226.892803259	6.77	20.21
cell0603_08_model_cm_0_45[0].apic[29]	0.423076923077	245.570435167	7.0	20.26
cell0603_08_model_cm_0_45[0].apic[29]	0.5	264.248067075	7.19	20.29
cell0603_08_model_cm_0_45[0].apic[29]	0.576923076923	282.925698983	7.35	20.31
cell0603_08_model_cm_0_45[0].apic[29]	0.653846153846	301.603330891	7.48	20.32
cell0603_08_model_cm_0_45[0].apic[29]	0.730769230769	320.280962799	7.59	20.32
cell0603_08_model_cm_0_45[0].apic[29]	0.807692307692	338.958594707	7.66	20.33
cell0603_08_model_cm_0_45[0].apic[29]	0.884615384615	357.636226615	7.72	20.33
cell0603_08_model_cm_0_45[0].apic[29]	0.961538461538	376.313858523	7.75	20.34
cell0603_08_model_cm_0_45[0].apic[29]	1.0	385.652674477	7.76	20.34
cell0603_08_model_cm_0_45[0].apic[30]	0.5	122.41595837	3.59	17.2
cell0603_08_model_cm_0_45[0].apic[30]	1.0	129.655245956	3.82	17.77
cell0603_08_model_cm_0_45[0].apic[31]	0.1	139.640953342	4.03	18.19
cell0603_08_model_cm_0_45[0].apic[31]	0.3	159.612368116	4.47	19.02
cell0603_08_model_cm_0_45[0].apic[31]	0.5	179.583782889	5.0	19.85
cell0603_08_model_cm_0_45[0].apic[31]	0.7	199.555197662	5.59	20.68
cell0603_08_model_cm_0_45[0].apic[31]	0.9	219.526612436	6.22	21.46
cell0603_08_model_cm_0_45[0].apic[31]	1.0	229.512319823	6.55	21.84
cell0603_08_model_cm_0_45[0].apic[32]	0.1	238.968503167	6.83	22.04
cell0603_08_model_cm_0_45[0].apic[32]	0.3	257.880869855	7.34	22.35
cell0603_08_model_cm_0_45[0].apic[32]	0.5	276.793236543	7.79	22.57
cell0603_08_model_cm_0_45[0].apic[32]	0.7	295.705603231	8.17	22.71
cell0603_08_model_cm_0_45[0].apic[32]	0.9	314.617969919	8.5	22.79
cell0603_08_model_cm_0_45[0].apic[32]	1.0	324.074153263	8.65	22.83
cell0603_08_model_cm_0_45[0].apic[33]	0.0555555555556	333.144997029	8.76	22.84
cell0603_08_model_cm_0_45[0].apic[33]	0.166666666667	351.28668456	8.97	22.88
cell0603_08_model_cm_0_45[0].apic[33]	0.277777777778	369.428372092	9.14	22.89
cell0603_08_model_cm_0_45[0].apic[33]	0.388888888889	387.570059624	9.28	22.9
cell0603_08_model_cm_0_45[0].apic[33]	0.5	405.711747155	9.4	22.91
cell0603_08_model_cm_0_45[0].apic[33]	0.611111111111	423.853434687	9.5	22.92
cell0603_08_model_cm_0_45[0].apic[33]	0.722222222222	441.995122218	9.57	22.92
cell0603_08_model_cm_0_45[0].apic[33]	0.833333333333	460.13680975	9.62	22.92
cell0603_08_model_cm_0_45[0].apic[33]	0.944444444444	478.278497282	9.65	22.93
cell0603_08_model_cm_0_45[0].apic[33]	1.0	487.349341048	9.65	22.92
cell0603_08_model_cm_0_45[0].apic[34]	0.5	340.291960792	8.69	22.83
cell0603_08_model_cm_0_45[0].apic[34]	1.0	356.509768322	8.7	22.83
cell0603_08_model_cm_0_45[0].apic[35]	0.0714285714286	239.477704783	6.71	22.15
cell0603_08_model_cm_0_45[0].apic[35]	0.214285714286	259.408474703	7.06	22.83
cell0603_08_model_cm_0_45[0].apic[35]	0.357142857143	279.339244624	7.44	23.6
cell0603_08_model_cm_0_45[0].apic[35]	0.5	299.270014544	7.87	24.49
cell0603_08_model_cm_0_45[0].apic[35]	0.642857142857	319.200784465	8.37	25.53
cell0603_08_model_cm_0_45[0].apic[35]	0.785714285714	339.131554385	8.98	26.71
cell0603_08_model_cm_0_45[0].apic[35]	0.928571428571	359.062324305	9.73	28.06
cell0603_08_model_cm_0_45[0].apic[35]	1.0	369.027709266	10.17	28.78
cell0603_08_model_cm_0_45[0].apic[36]	0.0294117647059	379.109664637	10.38	29.07
cell0603_08_model_cm_0_45[0].apic[36]	0.0882352941176	399.273575381	10.8	29.67
cell0603_08_model_cm_0_45[0].apic[36]	0.147058823529	419.437486125	11.23	30.27
cell0603_08_model_cm_0_45[0].apic[36]	0.205882352941	439.601396868	11.69	30.9
cell0603_08_model_cm_0_45[0].apic[36]	0.264705882353	459.765307612	12.18	31.54
cell0603_08_model_cm_0_45[0].apic[36]	0.323529411765	479.929218356	12.69	32.19
cell0603_08_model_cm_0_45[0].apic[36]	0.382352941176	500.093129099	13.25	32.86
cell0603_08_model_cm_0_45[0].apic[36]	0.441176470588	520.257039843	13.84	33.52
cell0603_08_model_cm_0_45[0].apic[36]	0.5	540.420950586	14.47	34.16
cell0603_08_model_cm_0_45[0].apic[36]	0.558823529412	560.58486133	15.13	34.78
cell0603_08_model_cm_0_45[0].apic[36]	0.617647058824	580.748772074	15.82	35.37
cell0603_08_model_cm_0_45[0].apic[36]	0.676470588235	600.912682817	16.53	35.92
cell0603_08_model_cm_0_45[0].apic[36]	0.735294117647	621.076593561	17.25	36.41
cell0603_08_model_cm_0_45[0].apic[36]	0.794117647059	641.240504304	17.97	36.83
cell0603_08_model_cm_0_45[0].apic[36]	0.852941176471	661.404415048	18.7	37.17
cell0603_08_model_cm_0_45[0].apic[36]	0.911764705882	681.568325792	19.41	37.43
cell0603_08_model_cm_0_45[0].apic[36]	0.970588235294	701.732236535	20.1	37.61
cell0603_08_model_cm_0_45[0].apic[36]	1.0	711.814191907	20.44	37.67
cell0603_08_model_cm_0_45[0].apic[37]	0.0714285714286	721.249514963	20.6	37.7
cell0603_08_model_cm_0_45[0].apic[37]	0.214285714286	740.120161075	20.9	37.74
cell0603_08_model_cm_0_45[0].apic[37]	0.357142857143	758.990807187	21.17	37.77
cell0603_08_model_cm_0_45[0].apic[37]	0.5	777.861453299	21.42	37.78
cell0603_08_model_cm_0_45[0].apic[37]	0.642857142857	796.732099411	21.64	37.8
cell0603_08_model_cm_0_45[0].apic[37]	0.785714285714	815.602745523	21.84	37.8
cell0603_08_model_cm_0_45[0].apic[37]	0.928571428571	834.473391634	22.01	37.81
cell0603_08_model_cm_0_45[0].apic[37]	1.0	843.90871469	22.08	37.81
cell0603_08_model_cm_0_45[0].apic[38]	0.166666666667	855.687917419	22.14	37.8
cell0603_08_model_cm_0_45[0].apic[38]	0.5	879.246322877	22.22	37.82
cell0603_08_model_cm_0_45[0].apic[38]	0.833333333333	902.804728335	22.27	37.81
cell0603_08_model_cm_0_45[0].apic[38]	1.0	914.583931064	22.27	37.81
cell0603_08_model_cm_0_45[0].apic[39]	0.166666666667	851.456566098	22.11	37.81
cell0603_08_model_cm_0_45[0].apic[39]	0.5	866.552268914	22.14	37.81
cell0603_08_model_cm_0_45[0].apic[39]	0.833333333333	881.647971731	22.16	37.81
cell0603_08_model_cm_0_45[0].apic[39]	1.0	889.195823139	22.17	37.81
cell0603_08_model_cm_0_45[0].apic[40]	0.0384615384615	721.173253201	20.59	37.7
cell0603_08_model_cm_0_45[0].apic[40]	0.115384615385	739.89137579	20.88	37.74
cell0603_08_model_cm_0_45[0].apic[40]	0.192307692308	758.609498379	21.15	37.77
cell0603_08_model_cm_0_45[0].apic[40]	0.269230769231	777.327620968	21.39	37.79
cell0603_08_model_cm_0_45[0].apic[40]	0.346153846154	796.045743557	21.6	37.81
cell0603_08_model_cm_0_45[0].apic[40]	0.423076923077	814.763866146	21.79	37.82
cell0603_08_model_cm_0_45[0].apic[40]	0.5	833.481988734	21.96	37.83
cell0603_08_model_cm_0_45[0].apic[40]	0.576923076923	852.200111323	22.11	37.83
cell0603_08_model_cm_0_45[0].apic[40]	0.653846153846	870.918233912	22.23	37.83
cell0603_08_model_cm_0_45[0].apic[40]	0.730769230769	889.636356501	22.32	37.83
